River Name,Monitoring Station / Location,State,,pH,Temperature (°C),Turbidity (NTU),DO (mg/L),BOD (mg/L),COD (mg/L),Total Coliform (MPN/100ml),EC (µS/cm),Data Source / Year,Completeness_Flag,synthetic_flag
Damodar,Durgapur,West Bengal,,6.78,22.75,0.65,5.88,7.53,29.7,3401,609.9,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,6.97,29.16,7.2,5.08,0.3,24.3,14509,328.6,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,7.02,30.23,7.53,5.35,3.54,30.2,16030,323.2,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,6.86,27.48,8.73,,3.04,18.8,2091,474.9,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,7.25,32.6,6.44,5.58,3,27.4,14485,,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,,24.33,10.65,,4.11,37.9,,482.2,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,6.93,12.18,,4.42,5.06,,7592,432.4,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,7.05,23.53,13.32,6.97,6.04,40.7,12008,627.5,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,,25.75,2.42,7.34,4.33,1.3,2099,548.1,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,7.11,25.32,5.25,7.91,6.74,36.5,8397,337.2,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,6.78,17.74,10.94,,5.31,28.7,25385,,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,6.83,25.98,6.73,5.73,3.48,31,6056,207,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,7.66,34.46,2.45,5.91,1.56,21.6,6722,335.9,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,6.65,14.49,2.09,6.79,5.34,25,13554,,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,7.32,31.5,0.8,5.85,5.95,23.7,8632,294,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,7.19,24.4,18.04,6.64,0.55,32.7,2106,502,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,6.89,23.48,5.38,6.37,,27.2,,449.9,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,7.34,28.59,5.3,6.27,4.68,29.9,2258,,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,,27.2,10.26,7.23,0.44,,1934,342.8,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,,23.23,14.68,6.58,7.91,42,4333,223.8,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,7.11,27.9,3,7.65,3.95,15.3,17271,269.2,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,6.67,20.11,8.63,4.1,5.18,16.7,2791,,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,7.04,28.41,7.87,,,38,5826,143.1,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,7.04,,2.7,5.9,4.23,41.8,12913,611.5,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,7.01,,3.03,6.9,2.7,31.9,19391,551.1,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,6.88,28.79,6.1,6.57,1.4,22.9,12511,247.9,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,6.63,,8.92,5.06,2.42,19.5,3075,242.4,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,,17.8,4.42,6.01,,29.4,,375.1,synthetic_generated_2025,0,1
Damodar,Durgapur,West Bengal,,7.01,21.24,2.54,7.47,5.39,37.7,11810,273.5,synthetic_generated_2025,1,1
Damodar,Durgapur,West Bengal,,7.08,26.72,9.25,4.54,1.35,36.7,10138,286.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.08,15.45,3.27,6.64,2.3,11.5,2999,289.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.93,14.89,4.41,8.2,1.93,25.8,,415.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.12,36.62,,8.35,3.15,25.6,1411,340.5,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.15,18.51,3.68,6.28,6.17,,2324,403.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.11,6.58,,8.22,4.94,13.1,1850,322,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.23,23.52,2.12,7.14,3.72,20.9,4521,397,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.33,20.25,2.1,8.31,3.96,18.5,1321,326.1,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.4,23.71,7.91,7.26,5.16,11.3,5292,395.5,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.02,24.13,3.4,7.28,2.31,9.4,,350.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,,20.92,2.96,8.59,4.98,25.6,1976,373,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.13,20.63,1.44,,1.89,16.8,3902,351.2,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.02,17.64,1.43,7.63,3.85,33.5,3472,280.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.37,23.57,0.08,7.93,2,22.6,6314,305.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.37,25.37,0.91,9.01,5.46,12.3,2900,,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.1,17.57,4.04,7.36,2.74,,3652,256.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.2,24.19,5.48,6.74,2.66,15.8,1208,352.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.21,15.58,3.11,,,17.4,1460,197,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,,23.46,2.79,6.78,1.24,20.3,906,425.7,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.2,24.85,0.39,7,6.26,22.9,5575,,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.95,27.78,8.52,5.93,5.61,17.2,1833,341.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.17,21.4,5.47,7.91,4.88,17,3367,50.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,,12.94,3.44,8.09,4.51,13.2,749,295,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.24,23.41,5.03,8.76,3.47,27.1,3604,267.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.21,,3.23,7.81,5.54,16.3,,422.8,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.19,14.59,3.72,6.74,0.43,19.5,3535,414.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.13,25.41,4.66,8.97,3.27,15.5,1520,391.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.27,19.07,5.3,6.55,,24.2,,293.8,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.16,29.98,0.66,9.39,3.65,18.9,4406,154.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.51,14.96,5.53,9.3,3.54,11.3,4157,404.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.28,29.79,0.18,8.41,3.19,18.9,3528,258.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.97,25.26,4.16,7.26,3.95,14.2,4621,423.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.04,17.65,3.77,,3.29,17.7,,312.7,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7,20.43,8.31,7.02,4.18,31.3,597,295.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.02,19.78,5.36,7.61,2.31,22.5,4125,318.1,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.02,20.81,3.51,6.17,3.65,23.4,,278.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.38,27.67,1.19,8.41,2.59,14.8,2192,399.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.18,25.16,,8.15,4.79,24.2,4002,357.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.46,17.37,2.17,7.67,2.3,,918,348.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.95,26.19,2.19,7.16,1.91,24.1,1207,317.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.22,21.22,2.08,7.56,4.78,,,291.1,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,,27.74,2.94,9.06,2.8,18.1,2233,197,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7,24.04,5.76,7.87,5.7,19.1,2066,325.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.25,14.6,1.21,8.63,,23.7,1752,332.8,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,6.97,22.37,3.89,5.68,3.48,12.6,3753,175.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.31,26.45,2.95,6.06,1.68,21.7,4474,409.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.33,28.31,4.22,7.4,1.9,18.2,2925,342.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.65,23.61,2.91,8.04,,23.5,5245,350.9,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.66,27.38,1.8,7.75,3.1,32.4,5002,482.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7,21.92,5.88,8.35,6.82,20,1616,232.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.04,,5.25,,4.81,28.1,4714,239.3,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.22,25.37,2.29,7.76,4.93,19.8,986,313.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.39,29.45,0.43,9.08,1.81,,3017,370.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.59,16.85,3.3,6.75,3.47,8.4,5496,321.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.04,19.33,1.47,6.76,5.38,30.9,5,351.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.28,19,3.21,8.29,4.97,12.9,1233,208.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.26,21.94,,6.44,2.65,14.3,1284,311.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.24,18.28,4.89,6.97,,18.7,2310,367.5,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,6.92,17.9,3.06,6.67,2.89,30.8,1903,,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.3,9.01,3.96,6.45,4.69,6.8,1243,,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.01,26.7,4,7.79,2.16,4.7,687,239.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.42,26.19,1.7,7.56,5.85,10.5,5196,240.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.31,26.41,3.43,7.94,3.72,30.8,1758,265,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.45,27.11,4.56,6.81,3.89,23.5,2897,327.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.94,16.66,4.32,8.04,6.62,21.8,2419,335.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.58,17.37,,7.82,5.3,21.3,3504,380.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.22,14.14,3.42,7,5.05,21.5,3446,304.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.49,27.38,,7.59,5.99,27.6,,375.6,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.32,20.25,4.73,7.17,4.8,14.7,389,300.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.16,15.01,2.47,7.94,2.95,18.8,1703,273.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.45,22,3.63,6.81,5.1,30.4,2172,278.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.03,23.17,,6.94,1.9,23.3,2002,373.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,,31.36,0.76,8.51,0.38,13.1,203,259.9,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.18,27.06,1.95,6.78,5.56,28.1,3647,248.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.2,22.43,6,6.54,1.5,23.6,1486,513.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.46,5,2.62,5.9,2.75,19.6,106,98,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.04,30.51,,8.29,3.43,12.7,3856,420.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.84,30.18,,7.89,4.93,26.5,1100,329.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.24,29.62,0.91,8.41,2.56,14.9,4546,249.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.35,28.94,5.2,8.49,2.72,23.3,2481,334.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.26,26.16,0.33,6.83,2.05,27.5,2083,279,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.16,18.9,0.35,8.54,7.13,17.3,866,298.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,,16.56,2.35,7.75,1.82,12.5,115,361.3,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.21,15.14,0.25,8.7,2.29,29.3,3808,258.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.12,12.66,,6.43,1.56,21.6,6376,383.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.51,19.66,6.58,9.6,2.98,17.7,1778,325,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.07,10.67,1.28,5.73,2.72,18.6,3438,296.1,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.49,24.31,4.1,7.61,3.34,23.6,1458,308.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.3,19.57,0.44,8.03,3.95,26.1,2449,191.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.3,13.67,2.86,7.54,5.22,23.7,4425,,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.06,20.03,3.54,,4.49,15.4,2803,452.1,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.07,18.77,3.59,,2.06,18.5,407,421.8,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.1,22.32,4.85,7.28,6.17,,4881,342.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.15,20.65,0.89,,6.59,12.8,1189,312.5,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.15,25.06,1.21,6.78,1.74,19.7,781,198.3,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.4,19.54,1.11,8.68,3.63,31.3,1566,284.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7,20.63,6.54,7.31,5.85,22.6,4666,351,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.89,11.85,2.97,8.53,,13,2658,181.4,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,,25.98,0.05,,1.88,12.4,,286.5,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.63,21.1,0.6,7,4.77,15.4,464,259.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.31,19.54,1.24,6.96,1.07,30.7,2784,256.4,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.86,21.19,5.62,,4.02,25.9,748,467.6,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.26,,2.59,7.96,5.48,3.9,3375,378,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.18,,5.72,7.08,3.9,27.9,666,320.6,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.29,,8.09,6.04,,23.7,2861,,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.01,,2.21,8.5,4.97,19.7,3660,370.4,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.07,26.2,3.62,8.19,3.64,27.4,,433.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.06,,3.48,5.48,0.05,20.4,3038,304.5,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.14,29.64,,7.45,5.61,16.8,4745,247.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.43,23.22,3.27,7.72,5.76,24.3,1550,207.7,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.95,30.95,,7.2,2.73,20.5,1543,496.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.36,25.38,3.38,,3.43,13,2452,381.8,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.25,14.39,1.64,5.81,1.34,16,5841,347.8,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.94,18.99,2.94,7.84,3.44,17.8,,351.9,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,,26.58,0.95,7.41,3.21,26.2,1540,235.3,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.26,29.17,2.52,7.14,4.68,17.4,3694,,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,,19.37,3.11,6.32,2.78,10.8,2732,304.5,synthetic_generated_2025,0,1
Kali,Saharanpur,Uttar Pradesh,,7.26,20.34,3.51,8.31,2.72,12,552,,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,6.97,14.65,0.04,8.16,1.69,21.9,,367.2,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.12,21.57,,7.77,2.58,17.1,820,310.1,synthetic_generated_2025,1,1
Kali,Saharanpur,Uttar Pradesh,,7.3,29.67,3.77,8.58,4.19,17.3,2874,253.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.96,18.6,12.25,6.22,1.94,,11321,329.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.73,25.78,9.61,7.05,1.04,36.2,12634,547.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.79,21.19,11,5.3,2.16,33.4,7816,222.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.51,29.44,8.9,5.5,6.88,38.2,8882,,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.36,31.65,2.98,,6.02,,10591,268.4,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.08,,9.3,5.59,4.99,33.3,5107,351.2,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.19,19.32,4.05,7.12,0.34,48.6,14271,195.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.19,28.02,10.8,5.28,7.07,,10008,361.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.72,26.22,4.61,6.18,2.67,30.5,6048,183.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.97,,2.36,,2.86,30.9,3634,305.4,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.92,20.63,6.6,6.85,7.1,,16862,168,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.53,17.14,,6.38,1.25,,14893,366.5,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.9,23.71,9.41,7.02,3.86,18.8,15971,219.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.52,27.25,7.47,7.34,5.23,20.4,6696,579.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.97,31.86,5.79,5.57,4.75,29.3,,574.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.74,36.62,,5.57,3.4,31.6,13585,62.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.99,28.82,12.47,3.53,6.67,45.5,11006,298.7,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.92,,6.01,4.72,9.85,36.3,12668,473.5,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.64,11.48,1.31,7.82,4.48,38.4,,368.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.28,18.52,,6.17,1.87,,2753,310.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.08,25.04,8.16,6.56,3.21,20.8,9261,532.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.73,20.61,2.21,4.84,2.59,28,52,363.5,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.91,19.32,3.78,6.58,7.01,38,8383,,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.96,30.57,13.66,5.7,1.88,38.2,23686,512.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.48,20.65,3.52,7.37,4.45,30.4,8232,513.7,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.21,24.04,0.35,7.49,7.12,40.3,2187,276.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.69,20.9,7.93,7.34,4.94,39.5,1943,324.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.78,28.8,0.46,8.42,3.95,,3868,339.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.03,29.75,4.77,5.29,3.54,31.3,5238,610.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.01,21.99,1.6,7.96,6.24,25.6,8357,352.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.05,20.6,11.94,5.96,6.88,61.4,2759,421.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.12,26.07,3.58,,5.61,35.5,15470,603.1,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.73,23.13,4.11,4.69,4.43,18.5,8953,412.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.14,34.59,5.63,4.72,,29.3,11206,459.5,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7,32.88,8.7,7.68,5.18,13.4,8999,429,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.98,22.05,8.88,4.11,6.77,29.9,15809,50.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.15,29.91,8.66,,4.69,23.9,7667,257.1,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.95,24.26,7.66,7.66,4.9,18.1,6671,331.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.03,24.94,5.47,7.83,2.78,28.3,14488,282.7,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.7,28.62,1.3,8.67,4.36,49.5,3086,326.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.24,18.69,9.09,6.65,,18.9,9975,275.3,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,,26.24,7.75,7.98,4.54,16,5555,,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.1,32.8,7.36,6.18,1.91,29,7,342.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.37,30.39,1,6.93,5.34,2.5,1689,324.7,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.19,32.62,2.13,6.81,,32.4,,303.1,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.1,26.62,2.75,6.56,3.86,26.6,9901,270.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,,23.27,1.72,7.66,5.55,37.1,10323,198.1,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.95,20.48,4.92,7.59,8.15,21.8,3970,316.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.23,33.12,7.38,6.19,2.37,28.9,9218,204.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,,19.48,6.45,6.96,7.25,41.5,7612,314.3,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.87,22.9,1.73,5.06,4.43,33.8,10947,286.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.52,17.53,5.03,7.26,5.8,45.9,8609,408.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.28,28.15,5.49,6.3,4.36,,,508.7,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.77,16.41,4.75,7.57,6.05,22.5,9321,542.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,,28.41,0.81,7.47,5.4,37.4,5184,441.2,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.07,33.71,0.97,6.47,1.26,21.7,12211,328.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.31,18.17,4.75,5.23,2.84,43.9,14172,296.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.15,26.49,,7.42,2.07,28.1,4687,518.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.87,30.61,0.88,8.08,2.09,36.1,3058,385.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.8,24.86,1.13,6.98,6.25,35.5,11859,149,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.24,17.15,7.78,5.19,7.51,27.2,5125,443.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.95,,3.23,7.81,6.13,11.5,4062,481,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,,26.2,7.01,8.41,4.75,34.2,7537,236.4,synthetic_generated_2025,0,1
